d	fi	anom	count
0.265	0.973894	1000	1000	
0.25	0.314159	23	1000	
0.275	0.785398	982	1000	
0.24	0.204204	0	1000	
0.25	1.14668	1000	1000	
0.21	1.30376	1000	1000	
0.28	1.25664	1000	1000	
0.285	0.534071	559	1000	
0.27	0.109956	0	1000	
0.25	1.39801	1000	1000	
0.28	1.13097	1000	1000	
0.205	0.376991	44	1000	
0.285	0.392699	149	1000	
0.27	0.942478	1000	1000	
0.28	0.0471239	0	1000	
0.25	1.41372	1000	1000	
0.29	1.33518	1000	1000	
0.275	0.329867	48	1000	
0.255	0.785398	982	1000	
0.2	1.11527	1000	1000	
0.2	0.282743	0	1000	
0.215	1.39801	1000	1000	
0.29	0.235619	7	1000	
0.275	0.219911	1	1000	
0.23	0.84823	995	1000	
0.275	0.204204	1	1000	
0.285	1.22522	1000	1000	
0.27	0.251327	5	1000	
0.25	1.52367	1000	1000	
0.26	0.0628319	0	1000	
0.26	0.895354	1000	1000	
0.25	0.706858	914	1000	
0.265	0.015708	0	1000	
0.295	0.722566	952	1000	
0.28	1.27235	1000	1000	
0.275	0.345575	57	1000	
0.295	0.565487	656	1000	
0.275	1.1781	1000	1000	
0.28	0.439823	254	1000	
0.265	0.15708	0	1000	
0.285	1.36659	1000	1000	
0.255	0.15708	0	1000	
0.29	0.628319	807	1000	
0.295	1.55509	1000	1000	
0.27	0.408407	165	1000	
0.25	0.581195	666	1000	
0.395	0.738274	979	1000	
0.355	0.816814	989	1000	
0.29	1.46084	1000	1000	
0.265	0	0	1000	
0.365	1.00531	1000	1000	
0.355	0.895354	997	1000	
0.36	0.911062	999	1000	
0.365	1.08385	1000	1000	
0.35	0.722566	962	1000	
0.38	0.534071	721	1000	
0.39	0.722566	968	1000	
0.36	0.15708	19	1000	
0.29	0.816814	984	1000	
0.385	1.46084	1000	1000	
0.355	0.0628319	2	1000	
0.385	1.3823	1000	1000	
0.35	1.55509	1000	1000	
0.37	1.1781	1000	1000	
0.265	0.989602	999	1000	
0.37	0.345575	227	1000	
0.36	0.0785398	2	1000	
0.295	0.911062	1000	1000	
0.39	1.55509	1000	1000	
0.37	1.09956	1000	1000	
0.295	0.0785398	0	1000	
0.305	0.973894	1000	1000	
0.265	1.1781	1000	1000	
0.375	1.27235	1000	1000	
0.27	1.27235	1000	1000	
0.255	0.361283	80	1000	
0.29	0.785398	981	1000	
0.315	0.329867	88	1000	
0.27	1.25664	1000	1000	
0.37	0.267035	84	1000	
0.295	1.11527	1000	1000	
0.255	0.989602	1000	1000	
0.28	0.832522	998	1000	
0.28	0.628319	781	1000	
0.375	0.439823	468	1000	
0.255	1.19381	1000	1000	
0.285	0.722566	936	1000	
0.39	1.47655	1000	1000	
0.28	1.46084	1000	1000	
0.255	0.125664	0	1000	
0.27	1.24093	1000	1000	
0.265	0.549779	555	1000	
0.365	0.172788	17	1000	
0.25	0.267035	4	1000	
0.25	1.53938	1000	1000	
0.28	0	0	1000	
0.285	0.92677	997	1000	
0.27	1.08385	1000	1000	
0.35	0.801106	992	1000	
0.38	0.455531	539	1000	
0.285	0.125664	0	1000	
0.27	1.47655	1000	1000	
0.275	0.738274	957	1000	
0.385	0.628319	893	1000	
0.28	1.42942	1000	1000	
0.335	1.53938	1000	1000	
0.255	0.392699	116	1000	
0.26	1.28805	1000	1000	
0.26	0.455531	256	1000	
0.38	1.36659	1000	1000	
0.385	0.549779	748	1000	
0.26	0.486947	351	1000	
0.25	1.09956	1000	1000	
0.375	0.361283	266	1000	
0.395	0.816814	996	1000	
0.265	1.3823	1000	1000	
0.375	1.19381	1000	1000	
0.36	0.989602	1000	1000	
0.25	1.13097	1000	1000	
0.255	0.801106	985	1000	
0.39	0.644026	908	1000	
0.38	1.28805	1000	1000	
0.365	0.251327	56	1000	
0.265	1.36659	1000	1000	
0.29	0.172788	1	1000	
0.29	1.30376	1000	1000	
0.32	0.424115	283	1000	
0.27	0.0942478	0	1000	
0.255	0.345575	56	1000	
0.27	0.502655	428	1000	
0.25	1.3823	1000	1000	
0.295	0.973894	1000	1000	
0.255	0.251327	2	1000	
0.25	0.172788	0	1000	
0.275	1.55509	1000	1000	
0.275	1.42942	1000	1000	
0.26	0.439823	221	1000	
0.27	1.46084	1000	1000	
0.28	0.816814	993	1000	
0.265	1.27235	1000	1000	
0.25	0.15708	0	1000	
0.285	0	0	1000	
0.28	0.706858	929	1000	
0.295	0.188496	2	1000	
0.26	0.345575	53	1000	
0.25	0.141372	0	1000	
0.275	0.628319	791	1000	
0.29	0.895354	999	1000	
0.25	0.125664	0	1000	
0.275	0.973894	1000	1000	
0.26	1.19381	1000	1000	
0.27	1.3823	1000	1000	
0.29	0.0471239	0	1000	
0.285	0.801106	987	1000	
0.25	1.00531	1000	1000	
0.28	1.55509	1000	1000	
0.265	1.24093	1000	1000	
0.255	0.235619	1	1000	
0.28	0.738274	956	1000	
0.285	0.329867	55	1000	
0.25	0.973894	1000	1000	
0.29	0.92677	1000	1000	
0.28	1.53938	1000	1000	
0.275	1.46084	1000	1000	
0.28	0.235619	5	1000	
0.265	1.25664	1000	1000	
0.29	0.911062	998	1000	
0.285	0.832522	1000	1000	
0.265	0.439823	210	1000	
0.265	0.785398	987	1000	
0.295	0.518363	526	1000	
0.255	1.09956	1000	1000	
0.26	0.69115	907	1000	
0.27	1.35088	1000	1000	
0.265	0.424115	182	1000	
0.25	0.989602	1000	1000	
0.265	0.408407	167	1000	
0.255	0.267035	4	1000	
0.295	0.172788	0	1000	
0.275	0.141372	0	1000	
0.33	1.44513	1000	1000	
0.28	1.52367	1000	1000	
0.26	1.16239	1000	1000	
0.275	0.644026	834	1000	
0.265	0.455531	269	1000	
0.255	0.219911	1	1000	
0.255	1.08385	1000	1000	
0.26	0.329867	32	1000	
0.275	1.44513	1000	1000	
0.255	1.42942	1000	1000	
0.255	1.06814	1000	1000	
0.27	1.33518	1000	1000	
0.29	0.0628319	0	1000	
0.295	1.35088	1000	1000	
0.285	0.816814	989	1000	
0.295	0.989602	1000	1000	
0.27	0.534071	521	1000	
0.255	1.05243	1000	1000	
0.265	1.28805	1000	1000	
0.275	0.596903	735	1000	
0.28	0.69115	918	1000	
0.345	0.895354	996	1000	
0.27	0.549779	560	1000	
0.29	0.424115	224	1000	
0.34	0.801106	993	1000	
0.27	0.879646	999	1000	
0.29	1.25664	1000	1000	
0.295	0.141372	0	1000	
0.295	0.15708	0	1000	
0.255	0.596903	692	1000	
0.27	0.0471239	0	1000	
0.295	1.00531	1000	1000	
0.27	1.36659	1000	1000	
0.285	0.785398	982	1000	
0.345	0.0628319	0	1000	
0.26	1.14668	1000	1000	
0.285	0.911062	998	1000	
0.25	0.502655	405	1000	
0.29	0.0942478	0	1000	
0.295	1.14668	1000	1000	
0.29	0.0785398	0	1000	
0.295	1.02102	1000	1000	
0.28	0.722566	949	1000	
0.295	0.267035	15	1000	
0.26	1.52367	1000	1000	
0.27	0.518363	458	1000	
0.265	0.534071	505	1000	
0.25	0.298451	18	1000	
0.25	1.33518	1000	1000	
0.29	0.879646	999	1000	
0.26	0.361283	77	1000	
0.28	0.863938	1000	1000	
0.25	0.958186	1000	1000	
0.28	0.282743	14	1000	
0.26	0.314159	22	1000	
0.255	1.1781	1000	1000	
0.275	1.47655	1000	1000	
0.26	1.1781	1000	1000	
0.275	0.612611	767	1000	
0.28	1.06814	1000	1000	
0.295	0.314159	42	1000	
0.27	1.50796	1000	1000	
0.285	1.16239	1000	1000	
0.275	0.722566	947	1000	
0.335	1.52367	1000	1000	
0.3	0.0314159	0	1000	
0.255	1.22522	1000	1000	
0.315	1.14668	1000	1000	
0.375	0.989602	999	1000	
0.28	0.0314159	0	1000	
0.36	0.706858	954	1000	
0.29	0.219911	0	1000	
0.325	0.502655	534	1000	
0.395	0.534071	717	1000	
0.37	0.0628319	5	1000	
0.395	0.235619	94	1000	
0.39	0.973894	1000	1000	
0.275	0.76969	968	1000	
0.395	1.36659	1000	1000	
0.375	0.15708	21	1000	
0.395	1.06814	1000	1000	
0.37	0.895354	997	1000	
0.355	0.612611	845	1000	
0.39	1.1781	1000	1000	
0.375	1.52367	1000	1000	
0.385	1.08385	1000	1000	
0.36	1.44513	1000	1000	
0.38	1.08385	1000	1000	
0.36	0.612611	842	1000	
0.35	0.518363	638	1000	
0.38	0.251327	81	1000	
0.38	0.15708	27	1000	
0.355	0.518363	592	1000	
0.35	1.25664	1000	1000	
0.39	0.345575	267	1000	
0.365	1.33518	1000	1000	
0.385	0.345575	255	1000	
0.355	1.35088	1000	1000	
0.29	0.471239	382	1000	
0.375	0.0628319	5	1000	
0.385	0.251327	82	1000	
0.37	0.596903	821	1000	
0.365	0.801106	994	1000	
0.39	0.439823	479	1000	
0.355	0.314159	121	1000	
0.355	1.14668	1000	1000	
0.395	1.27235	1000	1000	
0.35	1.05243	1000	1000	
0.39	1.27235	1000	1000	
0.35	1.35088	1000	1000	
0.385	0.0471239	5	1000	
0.375	0.895354	999	1000	
0.38	0.549779	761	1000	
0.365	1.53938	1000	1000	
0.38	0.989602	999	1000	
0.265	1.41372	1000	1000	
0.37	1.42942	1000	1000	
0.36	1.53938	1000	1000	
0.365	0.706858	955	1000	
0.385	1.1781	1000	1000	
0.36	0.408407	323	1000	
0.35	0.424115	361	1000	
0.37	0.361283	247	1000	
0.38	0.785398	988	1000	
0.365	0.502655	604	1000	
0.355	1.44513	1000	1000	
0.39	0.141372	31	1000	
0.3	1.36659	1000	1000	
0.395	0.439823	520	1000	
0.365	1.09956	1000	1000	
0.385	0.879646	995	1000	
0.36	0.172788	16	1000	
0.385	1.47655	1000	1000	
0.37	1.19381	1000	1000	
0.25	0.251327	5	1000	
0.375	0.69115	947	1000	
0.37	0.801106	985	1000	
0.35	0.219911	21	1000	
0.26	1.31947	1000	1000	
0.375	1.28805	1000	1000	
0.375	0.455531	499	1000	
0.35	0.816814	995	1000	
0.395	0	5	1000	
0.39	0.738274	976	1000	
0.385	0.644026	914	1000	
0.27	0.675442	874	1000	
0.395	0.832522	989	1000	
0.29	1.05243	1000	1000	
0.38	1.3823	1000	1000	
0.355	0.0785398	1	1000	
0.36	1.00531	1000	1000	
0.355	0.911062	999	1000	
0.365	0.267035	73	1000	
0.36	1.24093	1000	1000	
0.285	0.958186	1000	1000	
0.34	1.49226	1000	1000	
0.305	1.46084	1000	1000	
0.325	1.33518	1000	1000	
0.31	0.219911	6	1000	
0.345	0.0471239	0	1000	
0.345	0.879646	996	1000	
0.335	0.69115	937	1000	
0.285	0.0785398	0	1000	
0.315	0.188496	1	1000	
0.34	1.52367	1000	1000	
0.325	1.20951	1000	1000	
0.32	0.298451	60	1000	
0.345	0.76969	977	1000	
0.32	0.314159	65	1000	
0.325	1.25664	1000	1000	
0.345	0.785398	992	1000	
0.32	1.11527	1000	1000	
0.305	0.015708	0	1000	
0.335	1.42942	1000	1000	
0.335	0.581195	783	1000	
0.25	1.08385	1000	1000	
0.27	0.92677	999	1000	
0.34	1.11527	1000	1000	
0.3	0.738274	956	1000	
0.335	1.44513	1000	1000	
0.33	0.471239	431	1000	
0.32	0.282743	39	1000	
0.315	0.235619	13	1000	
0.34	1.50796	1000	1000	
0.3	0.785398	985	1000	
0.33	0.518363	571	1000	
0.34	1.53938	1000	1000	
0.3	0.753982	973	1000	
0.325	0.376991	165	1000	
0.34	0.675442	920	1000	
0.32	1.13097	1000	1000	
0.32	1.16239	1000	1000	
0.305	0.0471239	0	1000	
0.33	1.33518	1000	1000	
0.325	0.408407	249	1000	
0.3	0.76969	977	1000	
0.34	0.69115	950	1000	
0.315	1.02102	1000	1000	
0.335	0.596903	779	1000	
0.335	0.361283	160	1000	
0.33	1.35088	1000	1000	
0.315	0.204204	11	1000	
0.305	0.0314159	0	1000	
0.305	0.832522	997	1000	
0.335	0.612611	821	1000	
0.31	0.141372	0	1000	
0.325	0.424115	295	1000	
0.34	0.659734	904	1000	
0.31	0.958186	999	1000	
0.31	0.973894	999	1000	
0.32	0.329867	105	1000	
0.305	0	0	1000	
0.315	1.05243	1000	1000	
0.335	1.39801	1000	1000	
0.31	0.942478	999	1000	
0.335	0.565487	725	1000	
0.345	0.801106	986	1000	
0.31	0.125664	0	1000	
0.31	0.92677	1000	1000	
0.305	0.84823	997	1000	
0.345	0.753982	984	1000	
0.34	0.706858	939	1000	
0.325	1.24093	1000	1000	
0.33	0.502655	548	1000	
0.315	0.219911	11	1000	
0.325	1.22522	1000	1000	
0.31	0.0942478	0	1000	
0.315	1.03673	1000	1000	
0.295	1.09956	1000	1000	
0.31	0.109956	0	1000	
0.31	1.55509	1000	1000	
0.335	1.41372	1000	1000	
0.305	0.455531	358	1000	
0.33	1.31947	1000	1000	
0.315	1.06814	1000	1000	
0.33	0.486947	488	1000	
0.305	0.879646	998	1000	
0.33	1.30376	1000	1000	
0.33	0.0628319	0	1000	
0.305	0.424115	244	1000	
0.3	0.345575	93	1000	
0.335	0.172788	8	1000	
0.315	1.16239	1000	1000	
0.31	0.235619	18	1000	
0.3	0.879646	998	1000	
0.325	0.392699	205	1000	
0.305	0.628319	810	1000	
0.31	0.549779	629	1000	
0.32	1.14668	1000	1000	
0.305	0.141372	0	1000	
0.305	0.863938	1000	1000	
0.34	0.282743	65	1000	
0.32	0.722566	954	1000	
0.32	0.706858	930	1000	
0.305	0.439823	279	1000	
0.335	0.989602	1000	1000	
0.34	0.455531	437	1000	
0.315	0.816814	993	1000	
0.34	1.09956	1000	1000	
0.315	1.44513	1000	1000	
0.3	1.16239	1000	1000	
0.305	1.25664	1000	1000	
0.345	1.1781	1000	1000	
0.335	0.15708	5	1000	
0.345	1.19381	1000	1000	
0.31	1.36659	1000	1000	
0.33	0.92677	999	1000	
0.345	0.361283	172	1000	
0.305	1.27235	1000	1000	
0.325	0	0	1000	
0.38	0.392699	349	1000	
0.33	0.0942478	0	1000	
0.27	0.628319	783	1000	
0.32	0.738274	969	1000	
0.3	0.361283	122	1000	
0.385	1.31947	1000	1000	
0.34	1.28805	1000	1000	
0.325	0.816814	993	1000	
0.315	1.47655	1000	1000	
0.26	1.27235	1000	1000	
0.38	1.22522	1000	1000	
0.3	1.46084	1000	1000	
0.325	1.08385	1000	1000	
0.31	0	0	1000	
0.29	1.00531	1000	1000	
0.325	0.832522	994	1000	
0.335	0.188496	10	1000	
0.35	1.49226	1000	1000	
0.31	0.832522	993	1000	
0.325	0.267035	22	1000	
0.355	0.753982	966	1000	
0.32	0.141372	3	1000	
0.375	0.298451	134	1000	
0.33	0.345575	131	1000	
0.335	1.28805	1000	1000	
0.345	1.49226	1000	1000	
0.385	0.486947	633	1000	
0.395	1.50796	1000	1000	
0.34	0.518363	575	1000	
0.375	1.13097	1000	1000	
0.39	1.41372	1000	1000	
0.34	1.36659	1000	1000	
0.37	0.204204	31	1000	
0.325	0.235619	13	1000	
0.36	0.84823	997	1000	
0.325	1.11527	1000	1000	
0.35	0.659734	905	1000	
0.335	0.439823	354	1000	
0.345	1.47655	1000	1000	
0.325	0.801106	994	1000	
0.365	0.942478	1000	1000	
0.34	0.534071	639	1000	
0.33	0.361283	154	1000	
0.325	0.251327	16	1000	
0.345	1.44513	1000	1000	
0.3	0.612611	793	1000	
0.31	0.518363	551	1000	
0.315	0.0471239	0	1000	
0.345	0.612611	872	1000	
0.395	0.675442	937	1000	
0.32	0.172788	2	1000	
0.32	0.973894	1000	1000	
0.34	0.565487	737	1000	
0.31	0.534071	595	1000	
0.305	0.69115	917	1000	
0.365	0.109956	3	1000	
0.315	0.644026	876	1000	
0.39	0.581195	818	1000	
0.335	0.455531	414	1000	
0.32	0.15708	0	1000	
0.31	1.35088	1000	1000	
0.34	1.08385	1000	1000	
0.315	0.911062	1000	1000	
0.315	0.0628319	0	1000	
0.315	0.612611	820	1000	
0.335	1.30376	1000	1000	
0.315	1.46084	1000	1000	
0.33	1.16239	1000	1000	
0.325	1.09956	1000	1000	
0.31	0.801106	988	1000	
0.33	0.0785398	0	1000	
0.33	1.1781	1000	1000	
0.305	1.55509	1000	1000	
0.33	0.329867	118	1000	
0.305	0.722566	947	1000	
0.37	1.03673	1000	1000	
0.315	0.0785398	0	1000	
0.3	0.329867	62	1000	
0.36	0.015708	0	1000	
0.345	1.3823	1000	1000	
0.33	1.19381	1000	1000	
0.345	1.20951	1000	1000	
0.3	0.596903	743	1000	
0.34	1.35088	1000	1000	
0.33	0.376991	200	1000	
0.32	1.00531	1000	1000	
0.335	0.424115	297	1000	
0.32	0.188496	7	1000	
0.33	1.20951	1000	1000	
0.345	0.628319	851	1000	
0.34	1.39801	1000	1000	
0.305	1.52367	1000	1000	
0.345	0.659734	912	1000	
0.34	1.3823	1000	1000	
0.33	0.895354	999	1000	
0.315	0.895354	998	1000	
0.34	0.267035	56	1000	
0.315	0.0942478	0	1000	
0.305	0.706858	925	1000	
0.3	1.47655	1000	1000	
0.315	0.92677	1000	1000	
0.32	0.989602	1000	1000	
0.34	0.549779	677	1000	
0.325	0.282743	40	1000	
0.345	0.345575	150	1000	
0.32	1.02102	1000	1000	
0.3	1.44513	1000	1000	
0.33	1.09956	1000	1000	
0.3	1.42942	1000	1000	
0.3	0.644026	843	1000	
0.31	0.785398	984	1000	
0.305	1.53938	1000	1000	
0.345	1.46084	1000	1000	
0.3	1.1781	1000	1000	
0.32	1.55509	1000	1000	
0.315	0.879646	995	1000	
0.335	1.27235	1000	1000	
0.3	0.628319	831	1000	
0.305	0.738274	955	1000	
0.3	1.19381	1000	1000	
0.335	1.25664	1000	1000	
0.29	0.863938	996	1000	
0.325	1.06814	1000	1000	
0.305	1.28805	1000	1000	
0.31	1.3823	1000	1000	
0.31	0.816814	997	1000	
0.3	0.534071	571	1000	
0.33	0.911062	999	1000	
0.345	0.549779	682	1000	
0.315	0.628319	841	1000	
0.31	0.722566	952	1000	
0.345	0.644026	884	1000	
0.325	1.00531	1000	1000	
0.34	0.251327	36	1000	
0.32	0.911062	1000	1000	
0.335	1.00531	1000	1000	
0.345	0.376991	204	1000	
0.375	1.14668	1000	1000	
0.385	1.33518	1000	1000	
0.32	1.53938	1000	1000	
0.38	1.24093	1000	1000	
0.35	1.50796	1000	1000	
0.36	1.05243	1000	1000	
0.37	1.05243	1000	1000	
0.365	0.958186	1000	1000	
0.325	0.172788	4	1000	
0.365	0.125664	9	1000	
0.32	0.0785398	0	1000	
0.35	0.675442	925	1000	
0.38	0.408407	399	1000	
0.37	0.219911	47	1000	
0.335	1.19381	1000	1000	
0.375	0.314159	167	1000	
0.355	0.76969	985	1000	
0.385	0.502655	675	1000	
0.39	1.42942	1000	1000	
0.355	0.958186	1000	1000	
0.39	0.596903	852	1000	
0.335	1.02102	1000	1000	
0.26	0.628319	799	1000	
0.36	0.0314159	0	1000	
0.38	0.596903	827	1000	
0.335	0.471239	456	1000	
0.395	0.69115	959	1000	
0.33	0.267035	35	1000	
0.395	1.52367	1000	1000	
0.29	0.76969	982	1000	
0.28	0.188496	0	1000	
0.275	1.49226	1000	1000	
0.36	0.863938	997	1000	
0.265	0.581195	701	1000	
0.275	0.911062	999	1000	
0.275	0.0314159	0	1000	
0.285	0.015708	0	1000	
0.265	0.298451	23	1000	
0.285	0.895354	997	1000	
0.275	1.50796	1000	1000	
0.255	1.36659	1000	1000	
0.27	0.785398	978	1000	
0.25	0.376991	87	1000	
0.26	0.675442	881	1000	
0.325	0.518363	575	1000	
0.33	0.612611	810	1000	
0.26	0.188496	0	1000	
0.295	1.08385	1000	1000	
0.29	1.13097	1000	1000	
0.31	1.06814	1000	1000	
0.3	0.0471239	0	1000	
0.285	1.50796	1000	1000	
0.27	0.816814	992	1000	
0.27	1.41372	1000	1000	
0.285	0.204204	1	1000	
0.285	1.06814	1000	1000	
0.265	1.31947	1000	1000	
0.35	0.863938	997	1000	
0.27	1.31947	1000	1000	
0.295	1.24093	1000	1000	
0.295	0.863938	998	1000	
0.265	0.486947	346	1000	
0.26	0.267035	7	1000	
0.29	1.24093	1000	1000	
0.26	1.11527	1000	1000	
0.27	0.455531	270	1000	
0.275	1.30376	1000	1000	
0.285	1.03673	1000	1000	
0.26	1.39801	1000	1000	
0.295	0.455531	302	1000	
0.28	1.47655	1000	1000	
0.27	0.471239	313	1000	
0.285	0.738274	967	1000	
0.365	0.314159	145	1000	
0.26	0.659734	854	1000	
0.275	0.109956	0	1000	
0.26	1.25664	1000	1000	
0.25	1.20951	1000	1000	
0.255	0.502655	387	1000	
0.25	0.486947	317	1000	
0.27	1.30376	1000	1000	
0.285	0.298451	25	1000	
0.25	0.392699	109	1000	
0.255	1.33518	1000	1000	
0.27	0.486947	382	1000	
0.26	0.644026	821	1000	
0.29	0.942478	1000	1000	
0.27	0.832522	995	1000	
0.275	1.53938	1000	1000	
0.255	0.486947	353	1000	
0.265	0.471239	307	1000	
0.25	0.455531	240	1000	
0.26	0.204204	1	1000	
0.275	0.84823	995	1000	
0.265	1.19381	1000	1000	
0.29	0.392699	161	1000	
0.28	1.05243	1000	1000	
0.255	0.204204	0	1000	
0.255	1.02102	1000	1000	
0.275	0.125664	0	1000	
0.25	1.22522	1000	1000	
0.25	1.24093	1000	1000	
0.3	0.549779	632	1000	
0.26	0.376991	106	1000	
0.27	1.20951	1000	1000	
0.25	0.0785398	0	1000	
0.255	1.41372	1000	1000	
0.275	0.675442	878	1000	
0.445	0.738274	982	1000	
0.285	0.659734	865	1000	
0.29	0.015708	0	1000	
0.255	0.282743	9	1000	
0.28	0.172788	0	1000	
0.275	0.942478	1000	1000	
0.29	1.16239	1000	1000	
0.295	1.28805	1000	1000	
0.405	0.816814	995	1000	
0.26	1.13097	1000	1000	
0.25	0.235619	1	1000	
0.28	0.76969	978	1000	
0.26	1.42942	1000	1000	
0.265	1.13097	1000	1000	
0.255	1.39801	1000	1000	
0.29	0.125664	0	1000	
0.29	1.20951	1000	1000	
0.28	0.659734	866	1000	
0.335	0.706858	947	1000	
0.26	1.47655	1000	1000	
0.25	0.942478	1000	1000	
0.25	1.06814	1000	1000	
0.265	1.22522	1000	1000	
0.405	0.895354	997	1000	
0.415	1.00531	999	1000	
0.295	0.125664	0	1000	
0.295	1.30376	1000	1000	
0.285	0.863938	998	1000	
0.285	0.314159	50	1000	
0.41	0.911062	999	1000	
0.285	0.267035	7	1000	
0.29	0.298451	37	1000	
0.28	0.753982	966	1000	
0.29	1.14668	1000	1000	
0.275	0.958186	1000	1000	
0.26	1.02102	1000	1000	
0.44	0.722566	975	1000	
0.37	0.439823	418	1000	
0.27	0.612611	744	1000	
0.285	0.0628319	0	1000	
0.25	1.31947	1000	1000	
0.415	1.08385	1000	1000	
0.275	1.3823	1000	1000	
0.41	0.15708	60	1000	
0.27	0.376991	85	1000	
0.26	0.565487	615	1000	
0.27	1.28805	1000	1000	
0.4	0.722566	967	1000	
0.42	1.09956	1000	1000	
0.27	0.863938	995	1000	
0.25	0.911062	1000	1000	
0.255	0.172788	0	1000	
0.285	0.0314159	0	1000	
0.435	1.3823	1000	1000	
0.435	1.46084	1000	1000	
0.26	0.392699	107	1000	
0.255	0.581195	633	1000	
0.29	0.0314159	0	1000	
0.285	0.675442	903	1000	
0.25	0.408407	136	1000	
0.29	0.408407	209	1000	
0.255	0.188496	0	1000	
0.27	0.84823	996	1000	
0.28	1.49226	1000	1000	
0.26	0.581195	646	1000	
0.295	1.33518	1000	1000	
0.285	0.753982	972	1000	
0.28	0.801106	983	1000	
0.285	0.76969	975	1000	
0.28	0.942478	1000	1000	
0.43	0.534071	783	1000	
0.275	1.31947	1000	1000	
0.275	0.015708	0	1000	
0.27	1.39801	1000	1000	
0.255	0.298451	19	1000	
0.4	1.55509	1000	1000	
0.42	0.345575	355	1000	
0.285	0.219911	7	1000	
0.295	0.84823	995	1000	
0.42	1.1781	1000	1000	
0.425	1.27235	1000	1000	
0.265	0.76969	964	1000	
0.29	0.832522	991	1000	
0.41	0.0785398	25	1000	
0.405	0.0628319	21	1000	
0.25	0.471239	268	1000	
0.265	1.35088	1000	1000	
0.29	0.329867	44	1000	
0.44	1.55509	1000	1000	
0.35	0.0628319	0	1000	
0.295	0.92677	998	1000	
0.29	0.989602	1000	1000	
0.295	0.0314159	0	1000	
0.28	0.958186	1000	1000	
0.435	0.628319	911	1000	
0.425	0.439823	590	1000	
0.42	0.267035	186	1000	
0.275	0.549779	555	1000	
0.25	0	0	1000	
0.44	1.47655	1000	1000	
0.26	1.09956	1000	1000	
0.33	1.11527	1000	1000	
0.255	1.13097	1000	1000	
0.255	0.92677	999	1000	
0.295	0.015708	0	1000	
0.295	0.486947	406	1000	
0.28	0.581195	674	1000	
0.43	0.455531	646	1000	
0.255	1.30376	1000	1000	
0.415	0.172788	74	1000	
0.265	1.20951	1000	1000	
0.4	0.801106	993	1000	
0.255	1.00531	1000	1000	
0.265	0.675442	891	1000	
0.25	0.188496	0	1000	
0.27	0.753982	968	1000	
0.265	1.30376	1000	1000	
0.43	1.36659	1000	1000	
0.25	1.27235	1000	1000	
0.275	0.0942478	0	1000	
0.435	0.549779	818	1000	
0.28	0.675442	899	1000	
0.295	0.408407	215	1000	
0.295	1.31947	1000	1000	
0.375	0.534071	712	1000	
0.29	0.361283	87	1000	
0.425	0.361283	386	1000	
0.26	1.41372	1000	1000	
0.275	1.41372	1000	1000	
0.25	0.109956	0	1000	
0.365	0.345575	191	1000	
0.26	0.282743	13	1000	
0.295	1.25664	1000	1000	
0.285	1.11527	1000	1000	
0.25	1.02102	1000	1000	
0.27	0	0	1000	
0.25	0.832522	995	1000	
0.255	1.3823	1000	1000	
0.445	0.816814	993	1000	
0.28	1.50796	1000	1000	
0.265	1.50796	1000	1000	
0.29	0.314159	36	1000	
0.36	1.08385	1000	1000	
0.255	0.109956	0	1000	
0.29	0.15708	1	1000	
0.265	1.55509	1000	1000	
0.28	0.219911	1	1000	
0.275	0.565487	625	1000	
0.29	1.22522	1000	1000	
0.275	1.39801	1000	1000	
0.285	0.235619	5	1000	
0.41	0.989602	1000	1000	
0.275	0.0471239	0	1000	
0.255	1.11527	1000	1000	
0.275	0.486947	370	1000	
0.295	1.03673	1000	1000	
0.255	0.942478	999	1000	
0.295	1.05243	1000	1000	
0.29	1.19381	1000	1000	
0.27	0.565487	620	1000	
0.275	0.471239	328	1000	
0.255	0.329867	35	1000	
0.27	1.44513	1000	1000	
0.25	1.30376	1000	1000	
0.43	1.28805	1000	1000	
0.275	0.879646	997	1000	
0.27	0.581195	658	1000	
0.425	1.19381	1000	1000	
0.255	0.534071	486	1000	
0.415	0.251327	150	1000	
0.265	0.376991	96	1000	
0.26	1.50796	1000	1000	
0.295	0.502655	465	1000	
0.28	0.644026	833	1000	
0.275	0.706858	920	1000	
0.25	0.015708	0	1000	
0.295	0.0942478	0	1000	
0.44	0.644026	924	1000	
0.25	0.439823	211	1000	
0.25	0.92677	1000	1000	
0.265	0.753982	966	1000	
0.25	1.28805	1000	1000	
0.25	0.0942478	0	1000	
0.265	0.392699	123	1000	
0.27	0.0314159	0	1000	
0.265	0.361283	72	1000	
0.36	0.251327	53	1000	
0.285	0.84823	997	1000	
0.275	0.581195	677	1000	
0.29	0.84823	996	1000	
0.265	1.11527	999	1000	
0.27	0.015708	0	1000	
0.255	1.31947	1000	1000	
0.285	1.14668	1000	1000	
0.275	0.863938	997	1000	
0.285	1.05243	1000	1000	
0.28	1.03673	1000	1000	
0.295	0.958186	999	1000	
0.285	1.49226	1000	1000	
0.375	1.36659	1000	1000	
0.265	0.282743	14	1000	
0.255	0.565487	587	1000	
0.26	1.22522	1000	1000	
0.325	0.188496	8	1000	
0.25	1.03673	1000	1000	
0.285	0.282743	15	1000	
0.385	1.55509	1000	1000	
0.255	0.471239	300	1000	
0.265	0.659734	842	1000	
0.29	0	0	1000	
0.29	0.958186	1000	1000	
0.28	1.02102	1000	1000	
