d	fi	anom	count
0.22	0.502655	331	1000	
0.27	0.424115	211	1000	
0.245	0.973894	999	1000	
0.235	0	0	1000	
0.205	0.251327	0	1000	
0.2	0.172788	0	1000	
0.2	0.15708	0	1000	
0.21	0.345575	15	1000	
0.205	1.1781	1000	1000	
0.225	1.42942	1000	1000	
0.23	1.55509	1000	1000	
0.215	1.27235	1000	1000	
0.225	1.55509	1000	1000	
0.21	0.439823	150	1000	
0.22	1.46084	1000	1000	
0.23	0.816814	989	1000	
0.23	0.706858	914	1000	
0.205	0.235619	0	1000	
0.235	0.832522	995	1000	
0.2	1.00531	1000	1000	
0.23	0.738274	943	1000	
0.215	1.24093	1000	1000	
0.225	0.973894	1000	1000	
0.235	0.329867	16	1000	
0.24	0.0471239	0	1000	
0.215	0.785398	974	1000	
0.2	0.141372	0	1000	
0.245	0.188496	0	1000	
0.24	0.895354	999	1000	
0.225	1.44513	1000	1000	
0.24	0.92677	1000	1000	
0.225	1.46084	1000	1000	
0.215	0.439823	177	1000	
0.22	1.3823	1000	1000	
0.225	0.628319	760	1000	
0.21	1.19381	1000	1000	
0.2	0.125664	0	1000	
0.2	0.973894	1000	1000	
0.205	1.42942	1000	1000	
0.235	0.801106	985	1000	
0.23	0.235619	0	1000	
0.205	1.06814	1000	1000	
0.23	1.53938	1000	1000	
0.21	0.69115	863	1000	
0.24	0.424115	167	1000	
0.205	1.09956	1000	1000	
0.245	0.172788	0	1000	
0.225	0.596903	640	1000	
0.21	1.31947	1000	1000	
0.245	0.518363	428	1000	
0.215	1.25664	1000	1000	
0.22	0.879646	999	1000	
0.22	1.35088	1000	1000	
0.22	0.675442	862	1000	
0.235	0.816814	990	1000	
0.22	0.534071	421	1000	
0.235	0.785398	986	1000	
0.24	1.05243	1000	1000	
0.24	0.0628319	0	1000	
0.21	1.16239	1000	1000	
0.24	1.25664	1000	1000	
0.2	0.502655	319	1000	
0.215	0.424115	101	1000	
0.225	0.141372	0	1000	
0.235	0.958186	1000	1000	
0.2	0.989602	1000	1000	
0.24	0.911062	998	1000	
0.215	0.408407	99	1000	
0.205	0.267035	0	1000	
0.22	1.33518	1000	1000	
0.205	0.596903	617	1000	
0.21	0.329867	11	1000	
0.28	1.44513	1000	1000	
0.22	0.549779	466	1000	
0.205	0.219911	0	1000	
0.215	0.455531	200	1000	
0.225	0.644026	782	1000	
0.22	1.36659	1000	1000	
0.205	1.08385	1000	1000	
0.245	0.15708	0	1000	
0.245	1.35088	1000	1000	
0.23	0.69115	886	1000	
0.24	0.0785398	0	1000	
0.245	0.989602	1000	1000	
0.23	1.52367	1000	1000	
0.245	1.00531	1000	1000	
0.205	1.05243	1000	1000	
0.215	1.28805	1000	1000	
0.23	0.722566	927	1000	
0.295	0.895354	999	1000	
0.29	0.801106	986	1000	
0.23	0.282743	5	1000	
0.21	1.14668	1000	1000	
0.22	0.518363	403	1000	
0.22	0.0471239	0	1000	
0.24	0.0942478	0	1000	
0.295	0.0628319	0	1000	
0.345	0.738274	969	1000	
0.305	0.895354	998	1000	
0.305	0.816814	997	1000	
0.245	0.141372	0	1000	
0.235	0.911062	1000	1000	
0.315	1.00531	1000	1000	
0.315	1.08385	1000	1000	
0.3	0.722566	957	1000	
0.245	1.14668	1000	1000	
0.31	0.911062	1000	1000	
0.245	1.02102	1000	1000	
0.31	0.15708	1	1000	
0.34	0.722566	949	1000	
0.33	0.534071	645	1000	
0.31	0.0785398	0	1000	
0.335	1.46084	1000	1000	
0.3	1.55509	1000	1000	
0.32	1.1781	1000	1000	
0.305	0.0628319	0	1000	
0.32	1.09956	1000	1000	
0.32	0.345575	107	1000	
0.32	0.267035	34	1000	
0.34	1.47655	1000	1000	
0.325	1.27235	1000	1000	
0.34	1.55509	1000	1000	
0.335	1.3823	1000	1000	
0.245	0.267035	2	1000	
0.335	0.628319	857	1000	
0.21	0.314159	10	1000	
0.325	0.439823	371	1000	
0.345	0.816814	993	1000	
0.335	0.549779	667	1000	
0.33	1.36659	1000	1000	
0.33	0.455531	414	1000	
0.325	0.361283	143	1000	
0.3	0.801106	990	1000	
0.215	0.534071	429	1000	
0.21	1.52367	1000	1000	
0.21	0.361283	43	1000	
0.315	0.172788	2	1000	
0.225	1.47655	1000	1000	
0.325	1.19381	1000	1000	
0.2	0.298451	2	1000	
0.23	1.06814	1000	1000	
0.23	0.863938	999	1000	
0.31	0.989602	1000	1000	
0.24	0.879646	996	1000	
0.33	1.28805	1000	1000	
0.2	0.958186	1000	1000	
0.34	0.644026	872	1000	
0.315	0.251327	26	1000	
0.25	1.36659	1000	1000	
0.225	0.612611	701	1000	
0.2	1.33518	1000	1000	
0.245	0.314159	14	1000	
0.22	1.50796	1000	1000	
0.2	1.08385	1000	1000	
0.225	0.722566	918	1000	
0.235	1.16239	1000	1000	
0.24	0.471239	278	1000	
0.21	1.1781	1000	1000	
0.205	1.22522	1000	1000	
0.23	0.0314159	0	1000	
0.24	0.219911	0	1000	
0.225	0.76969	975	1000	
0.215	1.41372	1000	1000	
0.2	0.251327	0	1000	
0.255	1.46084	1000	1000	
0.22	0.92677	1000	1000	
0.245	1.09956	1000	1000	
0.22	0.628319	726	1000	
0.21	1.27235	1000	1000	
0.24	1.00531	1000	1000	
0.275	1.33518	1000	1000	
0.26	0.219911	0	1000	
0.29	1.49226	1000	1000	
0.295	0.0471239	0	1000	
0.285	0.69115	906	1000	
0.235	0.0785398	0	1000	
0.275	1.25664	1000	1000	
0.265	0.816814	989	1000	
0.285	1.42942	1000	1000	
0.265	0.188496	1	1000	
0.29	1.52367	1000	1000	
0.275	1.20951	1000	1000	
0.27	1.11527	1000	1000	
0.29	1.11527	1000	1000	
0.27	0.298451	17	1000	
0.295	0.76969	989	1000	
0.255	0.0471239	0	1000	
0.27	0.314159	38	1000	
0.29	0.675442	899	1000	
0.285	0.581195	673	1000	
0.25	0.753982	973	1000	
0.255	0.015708	0	1000	
0.295	0.785398	983	1000	
0.28	0.518363	484	1000	
0.25	0.738274	953	1000	
0.28	0.471239	348	1000	
0.27	0.282743	18	1000	
0.29	0.69115	908	1000	
0.265	0.235619	4	1000	
0.285	1.44513	1000	1000	
0.25	0.785398	979	1000	
0.29	1.50796	1000	1000	
0.28	1.35088	1000	1000	
0.28	1.33518	1000	1000	
0.265	1.02102	1000	1000	
0.285	0.361283	99	1000	
0.29	1.53938	1000	1000	
0.275	1.22522	1000	1000	
0.27	1.13097	1000	1000	
0.275	0.376991	102	1000	
0.27	1.16239	1000	1000	
0.265	0.204204	0	1000	
0.25	0.76969	979	1000	
0.29	0.706858	930	1000	
0.275	0.408407	169	1000	
0.285	0.596903	720	1000	
0.28	0.0628319	0	1000	
0.26	0.973894	1000	1000	
0.255	0	0	1000	
0.255	0.84823	996	1000	
0.255	0.0314159	0	1000	
0.265	0.219911	1	1000	
0.29	0.659734	878	1000	
0.285	0.612611	784	1000	
0.26	0.141372	0	1000	
0.295	0.753982	978	1000	
0.265	1.05243	1000	1000	
0.275	0.424115	209	1000	
0.255	0.832522	988	1000	
0.26	0.958186	1000	1000	
0.26	0.942478	1000	1000	
0.25	0.345575	50	1000	
0.285	0.565487	627	1000	
0.27	0.329867	46	1000	
0.285	1.39801	1000	1000	
0.26	0.0942478	0	1000	
0.285	1.52367	1000	1000	
0.295	0.801106	992	1000	
0.295	1.1781	1000	1000	
0.255	0.455531	250	1000	
0.26	0.125664	0	1000	
0.26	1.55509	1000	1000	
0.275	1.24093	1000	1000	
0.25	0.0314159	0	1000	
0.26	0.92677	999	1000	
0.255	0.424115	154	1000	
0.295	0.879646	998	1000	
0.28	0.502655	419	1000	
0.265	1.14668	1000	1000	
0.265	1.03673	1000	1000	
0.26	0.109956	0	1000	
0.275	0.502655	413	1000	
0.29	0.455531	310	1000	
0.26	0.549779	558	1000	
0.255	0.439823	210	1000	
0.255	0.879646	996	1000	
0.265	1.06814	1000	1000	
0.28	1.31947	1000	1000	
0.285	1.41372	1000	1000	
0.28	0.486947	380	1000	
0.27	0.706858	922	1000	
0.285	0.172788	1	1000	
0.24	0.863938	995	1000	
0.28	1.30376	1000	1000	
0.295	1.3823	1000	1000	
0.29	0.282743	28	1000	
0.27	0.722566	934	1000	
0.265	1.44513	1000	1000	
0.255	0.863938	995	1000	
0.29	1.09956	1000	1000	
0.25	0.361283	64	1000	
0.25	1.16239	1000	1000	
0.275	0.392699	122	1000	
0.27	1.14668	1000	1000	
0.215	0.581195	568	1000	
0.28	0.92677	998	1000	
0.295	1.19381	1000	1000	
0.285	0.15708	0	1000	
0.255	1.25664	1000	1000	
0.265	1.47655	1000	1000	
0.255	0.628319	774	1000	
0.295	1.20951	1000	1000	
0.275	0.816814	992	1000	
0.275	0.832522	992	1000	
0.285	0.989602	998	1000	
0.295	0.361283	109	1000	
0.28	0.0942478	0	1000	
0.265	0.644026	810	1000	
0.325	0.989602	1000	1000	
0.25	1.1781	1000	1000	
0.31	0.706858	927	1000	
0.345	0.534071	666	1000	
0.345	0.235619	31	1000	
0.325	0.15708	1	1000	
0.255	1.27235	1000	1000	
0.32	0.0628319	0	1000	
0.275	0	0	1000	
0.34	0.973894	1000	1000	
0.345	1.06814	1000	1000	
0.26	1.35088	1000	1000	
0.325	1.52367	1000	1000	
0.3	1.25664	1000	1000	
0.33	1.08385	1000	1000	
0.32	0.596903	759	1000	
0.345	1.36659	1000	1000	
0.32	0.895354	999	1000	
0.26	1.36659	1000	1000	
0.34	1.1781	1000	1000	
0.335	1.08385	999	1000	
0.305	0.612611	773	1000	
0.3	0.518363	536	1000	
0.31	1.44513	1000	1000	
0.34	0.345575	145	1000	
0.305	0.518363	509	1000	
0.31	0.612611	793	1000	
0.335	0.345575	150	1000	
0.315	1.33518	1000	1000	
0.285	0.188496	0	1000	
0.305	1.35088	1000	1000	
0.345	1.27235	1000	1000	
0.33	0.251327	31	1000	
0.33	0.15708	1	1000	
0.27	0.738274	960	1000	
0.335	0.251327	41	1000	
0.305	1.14668	1000	1000	
0.315	0.801106	988	1000	
0.325	0.0628319	0	1000	
0.29	1.08385	1000	1000	
0.34	0.439823	370	1000	
0.315	1.53938	1000	1000	
0.325	0.895354	996	1000	
0.3	1.05243	1000	1000	
0.305	0.314159	59	1000	
0.34	1.27235	1000	1000	
0.335	0.0471239	0	1000	
0.26	0.534071	470	1000	
0.3	1.35088	1000	1000	
0.33	0.785398	992	1000	
0.21	0.188496	0	1000	
0.33	0.989602	1000	1000	
0.31	0.408407	219	1000	
0.31	1.53938	1000	1000	
0.32	1.42942	1000	1000	
0.22	0.785398	980	1000	
0.335	1.1781	1000	1000	
0.21	0.628319	716	1000	
0.315	0.706858	942	1000	
0.28	0.0785398	0	1000	
0.305	1.44513	1000	1000	
0.225	1.49226	1000	1000	
0.33	0.549779	665	1000	
0.315	0.502655	488	1000	
0.34	0.141372	8	1000	
0.32	0.361283	131	1000	
0.3	0.424115	275	1000	
0.345	0.439823	374	1000	
0.335	0.879646	1000	1000	
0.265	0.612611	763	1000	
0.31	0.172788	5	1000	
0.315	1.09956	1000	1000	
0.26	0.518363	437	1000	
0.32	1.19381	1000	1000	
0.205	1.36659	1000	1000	
0.325	1.28805	1000	1000	
0.3	0.816814	994	1000	
0.335	1.47655	1000	1000	
0.32	0.801106	981	1000	
0.29	1.28805	1000	1000	
0.325	0.69115	944	1000	
0.325	0.455531	373	1000	
0.265	1.46084	1000	1000	
0.345	0	0	1000	
0.28	0.895354	998	1000	
0.25	0.329867	37	1000	
0.3	0.219911	9	1000	
0.27	1.55509	1000	1000	
0.345	0.832522	994	1000	
0.24	0.76969	977	1000	
0.305	0.0785398	0	1000	
0.335	0.644026	890	1000	
0.225	0.0314159	0	1000	
0.225	0.911062	999	1000	
0.31	1.00531	1000	1000	
0.33	1.3823	1000	1000	
0.275	0.801106	990	1000	
0.34	0.738274	974	1000	
0.315	0.267035	29	1000	
0.25	1.46084	1000	1000	
0.235	0.015708	0	1000	
0.21	0.675442	851	1000	
0.28	1.09956	1000	1000	
0.275	1.08385	1000	1000	
0.31	1.24093	1000	1000	
0.255	0.69115	892	1000	
0.25	1.19381	1000	1000	
0.305	0.911062	998	1000	
0.215	0.298451	8	1000	
0.26	0	0	1000	
0.295	1.49226	1000	1000	
0.265	0.628319	782	1000	
0.295	0.345575	88	1000	
0.275	1.00531	1000	1000	
0.25	0.612611	725	1000	
0.285	0.439823	270	1000	
0.275	0.267035	12	1000	
0.26	0.832522	995	1000	
0.265	0.0471239	0	1000	
0.28	0.345575	65	1000	
0.27	0.141372	0	1000	
0.285	1.28805	1000	1000	
0.235	0.204204	0	1000	
0.29	0.518363	515	1000	
0.28	0.911062	999	1000	
0.28	0.329867	52	1000	
0.275	1.11527	1000	1000	
0.29	0.267035	14	1000	
0.275	0.235619	4	1000	
0.285	1.30376	1000	1000	
0.29	1.36659	1000	1000	
0.295	1.47655	1000	1000	
0.26	1.3823	1000	1000	
0.275	1.09956	1000	1000	
0.225	1.50796	1000	1000	
0.275	0.251327	11	1000	
0.22	1.31947	1000	1000	
0.295	1.44513	1000	1000	
0.29	0.534071	574	1000	
0.28	0.361283	90	1000	
0.26	0.801106	987	1000	
0.28	1.16239	1000	1000	
0.295	0.612611	785	1000	
0.27	0.172788	0	1000	
0.295	0.549779	626	1000	
0.235	0.895354	998	1000	
0.27	0.973894	999	1000	
0.29	0.565487	652	1000	
0.285	0.455531	314	1000	
0.25	0.596903	670	1000	
0.235	1.50796	1000	1000	
0.28	1.1781	1000	1000	
0.235	1.03673	1000	1000	
0.265	0.0628319	0	1000	
0.27	1.00531	1000	1000	
0.27	0.188496	0	1000	
0.27	0.15708	0	1000	
0.295	0.628319	815	1000	
0.265	0.0785398	0	1000	
0.22	1.20951	1000	1000	
0.235	1.06814	1000	1000	
0.265	0.911062	1000	1000	
0.2	0.392699	64	1000	
0.24	1.24093	1000	1000	
0.245	0.863938	998	1000	
0.28	1.19381	1000	1000	
0.23	0.188496	0	1000	
0.205	1.33518	1000	1000	
0.255	1.55509	1000	1000	
0.2	1.20951	1000	1000	
0.27	1.02102	1000	1000	
0.25	0.534071	485	1000	
0.21	0.267035	0	1000	
0.255	0.722566	933	1000	
0.22	0.455531	195	1000	
0.205	0.486947	253	1000	
0.29	1.35088	1000	1000	
0.225	0.942478	1000	1000	
0.225	1.53938	1000	1000	
0.205	0.502655	270	1000	
0.22	1.30376	1000	1000	
0.29	1.39801	1000	1000	
0.265	0.895354	999	1000	
0.235	0.298451	8	1000	
0.28	0.376991	103	1000	
0.29	1.3823	1000	1000	
0.225	1.3823	1000	1000	
0.295	0.659734	848	1000	
0.21	1.13097	1000	1000	
0.285	0.424115	227	1000	
0.22	0.471239	224	1000	
0.21	0.376991	44	1000	
0.215	0.471239	249	1000	
0.255	1.52367	1000	1000	
0.25	1.47655	1000	1000	
0.265	0.0942478	0	1000	
0.245	0.125664	0	1000	
0.2	0	0	1000	
0.25	1.42942	1000	1000	
0.28	1.20951	1000	1000	
0.21	1.25664	1000	1000	
0.29	0.549779	623	1000	
0.245	1.24093	1000	1000	
0.245	1.08385	1000	1000	
0.27	0.911062	1000	1000	
0.265	0.879646	997	1000	
0.265	0.92677	999	1000	
0.21	0.659734	796	1000	
0.2	0.235619	2	1000	
0.2	0.455531	182	1000	
0.23	1.05243	1000	1000	
0.27	0.989602	1000	1000	
0.255	0.706858	921	1000	
0.2	0.486947	267	1000	
0.215	0.376991	58	1000	
0.22	1.41372	1000	1000	
0.275	0.282743	14	1000	
0.23	0.942478	999	1000	
0.22	0.816814	991	1000	
0.25	0.628319	789	1000	
0.21	0.392699	80	1000	
0.245	1.28805	1000	1000	
0.21	1.11527	1000	1000	
0.235	0.0314159	0	1000	
0.225	1.30376	1000	1000	
0.25	0.644026	823	1000	
0.245	0.455531	224	1000	
0.21	1.39801	1000	1000	
0.215	1.31947	1000	1000	
0.295	1.46084	1000	1000	
0.245	0.92677	1000	1000	
0.25	1.44513	1000	1000	
0.22	0.832522	988	1000	
0.215	1.19381	1000	1000	
0.26	0.785398	989	1000	
0.21	0.644026	751	1000	
0.255	1.53938	1000	1000	
0.245	1.33518	1000	1000	
0.23	1.47655	1000	1000	
0.2	1.06814	1000	1000	
0.2	1.22522	1000	1000	
0.2	0.376991	48	1000	
0.275	0.172788	0	1000	
0.2	1.24093	1000	1000	
0.27	1.53938	1000	1000	
0.21	0.204204	0	1000	
0.245	0.0314159	0	1000	
0.205	0.282743	2	1000	
0.22	0.486947	293	1000	
0.285	1.00531	1000	1000	
0.24	0.392699	92	1000	
0.23	0.172788	0	1000	
0.235	0.76969	975	1000	
0.23	0.76969	977	1000	
0.225	0.675442	846	1000	
0.285	1.27235	1000	1000	
0.2	0.942478	999	1000	
0.205	1.02102	1000	1000	
0.235	0.863938	998	1000	
0.215	1.13097	1000	1000	
0.285	1.02102	1000	1000	
0.23	1.49226	1000	1000	
0.24	1.13097	1000	1000	
0.235	0.738274	947	1000	
0.24	0.125664	0	1000	
0.21	1.47655	1000	1000	
0.21	1.42942	1000	1000	
0.26	0.722566	939	1000	
0.235	0.753982	956	1000	
0.24	1.16239	1000	1000	
0.255	0.738274	952	1000	
0.235	0.659734	829	1000	
0.205	0.534071	415	1000	
0.27	0.0785398	0	1000	
0.225	0.125664	0	1000	
0.225	0.958186	1000	1000	
0.285	1.25664	1000	1000	
0.21	1.02102	1000	1000	
0.24	0.015708	0	1000	
0.22	1.39801	1000	1000	
0.24	0.942478	1000	1000	
0.255	1.28805	1000	1000	
0.23	0.753982	957	1000	
0.215	0.486947	278	1000	
0.23	0.958186	1000	1000	
0.205	0.942478	1000	1000	
0.205	0.172788	0	1000	
0.225	0.015708	0	1000	
0.225	0.109956	0	1000	
0.245	1.30376	1000	1000	
0.24	0.298451	10	1000	
0.24	0.15708	0	1000	
0.23	0.659734	848	1000	
0.235	0.314159	21	1000	
0.2	0.0785398	0	1000	
0.205	1.39801	1000	1000	
0.275	1.06814	1000	1000	
0.21	1.41372	1000	1000	
0.235	0.219911	0	1000	
0.225	0.549779	473	1000	
0.215	1.55509	1000	1000	
0.2	0.439823	133	1000	
0.24	1.20951	1000	1000	
0.22	0.84823	994	1000	
0.2	1.31947	1000	1000	
0.225	1.41372	1000	1000	
0.205	0.298451	6	1000	
0.215	1.22522	1000	1000	
0.23	0.675442	847	1000	
0.24	0.989602	1000	1000	
0.24	0.408407	120	1000	
0.205	0.188496	0	1000	
0.205	0.581195	561	1000	
0.23	0.801106	992	1000	
0.24	1.14668	1000	1000	
0.22	1.28805	1000	1000	
0.24	0.832522	997	1000	
0.225	0.84823	994	1000	
0.245	1.25664	1000	1000	
0.2	0.911062	999	1000	
0.26	0.816814	993	1000	
0.245	0.015708	0	1000	
0.225	1.31947	1000	1000	
0.215	1.50796	1000	1000	
0.21	0.581195	605	1000	
0.21	1.22522	1000	1000	
0.205	1.3823	1000	1000	
0.22	0.376991	53	1000	
0.24	1.22522	1000	1000	
0.225	0.706858	906	1000	
0.215	0.76969	972	1000	
0.295	0.376991	131	1000	
0.215	1.35088	1000	1000	
0.215	0.722566	913	1000	
0.225	0.0471239	0	1000	
0.225	0.0942478	0	1000	
0.235	0.0628319	0	1000	
0.205	1.41372	1000	1000	
0.22	0	0	1000	
0.29	0.251327	7	1000	
0.295	0.644026	852	1000	
0.2	1.02102	1000	1000	
0.205	0.204204	0	1000	
0.23	0.219911	0	1000	
0.22	0.753982	945	1000	
0.215	1.20951	1000	1000	
0.235	0.675442	871	1000	
0.2	0.408407	91	1000	
0.24	0.314159	20	1000	
0.21	1.09956	1000	1000	
0.205	1.13097	1000	1000	
0.22	0.863938	998	1000	
0.21	0.565487	522	1000	
0.23	0.581195	612	1000	
0.245	0.84823	995	1000	
0.225	0.486947	269	1000	
0.245	0.486947	325	1000	
0.215	1.30376	1000	1000	
0.205	1.30376	1000	1000	
0.22	0.581195	601	1000	
0.24	0.0314159	0	1000	
0.225	1.39801	1000	1000	
0.2	0.109956	0	1000	
0.245	1.03673	1000	1000	
0.245	0.408407	104	1000	
0.285	1.19381	1000	1000	
0.22	0.612611	709	1000	
0.2	0.471239	207	1000	
0.225	0.879646	999	1000	
0.205	1.31947	1000	1000	
0.235	0.235619	0	1000	
0.245	1.31947	1000	1000	
0.235	0.267035	1	1000	
0.21	0.282743	2	1000	
0.2	1.27235	1000	1000	
0.245	0.392699	97	1000	
0.245	0.0942478	0	1000	
0.28	0.267035	14	1000	
0.24	0.958186	1000	1000	
0.23	1.50796	1000	1000	
0.225	0.565487	533	1000	
0.24	0.84823	993	1000	
0.245	0.502655	341	1000	
0.205	0.549779	469	1000	
0.24	0.329867	32	1000	
0.22	0.565487	552	1000	
0.215	0.675442	855	1000	
0.215	0.753982	953	1000	
0.23	0.644026	775	1000	
0.215	0.738274	935	1000	
0.2	1.28805	1000	1000	
0.205	1.11527	1000	1000	
0.2	0.92677	999	1000	
0.205	1.00531	1000	1000	
0.24	0.109956	0	1000	
0.2	0.0942478	0	1000	
0.21	0.596903	612	1000	
0.22	0.015708	0	1000	
0.225	0.863938	994	1000	
0.205	0.565487	494	1000	
0.245	1.05243	1000	1000	
0.23	1.03673	1000	1000	
0.225	0.92677	999	1000	
0.2	1.30376	1000	1000	
0.245	0.958186	1000	1000	
0.205	0.109956	0	1000	
0.23	0.204204	0	1000	
0.23	1.41372	1000	1000	
0.235	1.11527	1000	1000	
0.235	1.14668	1000	1000	
0.225	0.581195	580	1000	
0.235	1.05243	1000	1000	
0.205	1.16239	1000	1000	
0.225	0.471239	259	1000	
0.24	0.361283	48	1000	
0.22	1.44513	1000	1000	
0.21	0.424115	155	1000	
0.2	1.03673	1000	1000	
0.21	1.50796	1000	1000	
0.24	0	0	1000	
0.205	0.471239	221	1000	
0.205	0.92677	1000	1000	
0.225	0.0785398	0	1000	
0.245	0.109956	0	1000	
0.245	0.424115	146	1000	
0.235	0.282743	8	1000	
0.23	0.565487	541	1000	
0.22	0.0314159	0	1000	
0.215	1.49226	1000	1000	
0.2	0.015708	0	1000	
0.235	0.84823	995	1000	
0.23	1.02102	1000	1000	
0.2	0.188496	0	1000	
0.215	0.361283	42	1000	
0.24	1.19381	1000	1000	
0.21	1.46084	1000	1000	
0.215	0.659734	823	1000	
0.23	0.141372	0	1000	
0.245	0.251327	1	1000	
0.285	0.471239	381	1000	
0.245	1.22522	1000	1000	
0.24	0.376991	58	1000	
0.205	0.329867	16	1000	
0.245	0.219911	0	1000	
0.21	1.49226	1000	1000	
0.2	0.84823	996	1000	
0.23	1.00531	1000	1000	
0.205	1.03673	1000	1000	
0.215	0.392699	73	1000	
0.235	1.49226	1000	1000	
0.22	0.76969	983	1000	
0.215	1.11527	1000	1000	
0.215	0.518363	357	1000	
0.225	0.659734	810	1000	
0.235	1.13097	1000	1000	
0.2	0.832522	989	1000	
0.21	0.298451	3	1000	
0.23	0.973894	1000	1000	
0.215	0.282743	3	1000	
0.21	1.03673	1000	1000	
0.23	0.125664	0	1000	
0.22	0.392699	86	1000	
0.22	1.22522	1000	1000	
0.24	0.753982	958	1000	
0.23	0.109956	0	1000	
0.245	0.471239	256	1000	
0.26	0.235619	0	1000	
0.25	0.879646	999	1000	
0.25	0.549779	499	1000	
0.265	1.16239	1000	1000	
0.23	1.39801	1000	1000	
0.21	1.20951	1000	1000	
0.255	0.141372	0	1000	
0.205	0.0942478	0	1000	
0.245	0.204204	0	1000	
0.235	1.09956	1000	1000	
0.245	0.942478	999	1000	
0.215	1.52367	1000	1000	
0.28	1.11527	1000	1000	
0.255	0.644026	834	1000	
0.2	0.204204	1	1000	
0.215	0.69115	857	1000	
0.335	1.31947	1000	1000	
0.33	0.392699	205	1000	
0.285	1.20951	1000	1000	
0.33	1.22522	1000	1000	
0.305	0.753982	974	1000	
0.325	1.13097	1000	1000	
0.32	0.204204	7	1000	
0.325	0.298451	55	1000	
0.345	1.50796	1000	1000	
0.275	0.188496	0	1000	
0.335	0.486947	494	1000	
0.3	1.49226	1000	1000	
0.3	0.659734	872	1000	
0.31	0.84823	998	1000	
0.315	0.942478	1000	1000	
0.315	0.109956	1	1000	
0.265	1.42942	1000	1000	
0.345	0.675442	922	1000	
0.34	1.41372	1000	1000	
0.32	1.03673	1000	1000	
0.34	0.581195	779	1000	
0.31	0.015708	0	1000	
0.285	1.35088	1000	1000	
0.255	1.24093	1000	1000	
0.275	1.35088	1000	1000	
0.27	0.69115	904	1000	
0.265	0.832522	990	1000	
0.24	1.02102	1000	1000	
0.26	0.738274	951	1000	
0.28	0.424115	201	1000	
0.255	1.50796	1000	1000	
0.255	1.47655	1000	1000	
0.255	0.659734	855	1000	
0.275	1.02102	1000	1000	
0.255	0.408407	140	1000	
0.335	1.33518	1000	1000	
0.28	0.298451	24	1000	
0.325	1.14668	1000	1000	
0.33	1.24093	1000	1000	
0.3	1.50796	1000	1000	
0.32	1.05243	1000	1000	
0.315	0.958186	1000	1000	
0.315	0.125664	0	1000	
0.3	0.863938	998	1000	
0.31	1.05243	1000	1000	
0.305	0.958186	1000	1000	
0.335	0.502655	543	1000	
0.33	0.408407	252	1000	
0.28	0.879646	1000	1000	
0.3	0.675442	916	1000	
0.305	0.76969	986	1000	
0.32	0.219911	13	1000	
0.295	1.16239	1000	1000	
0.32	0.439823	322	1000	
0.285	0.376991	116	1000	
0.255	1.49226	1000	1000	
0.325	0.314159	72	1000	
0.265	0.596903	699	1000	
0.34	0.596903	781	1000	
0.315	0.314159	78	1000	
0.34	1.42942	1000	1000	
0.33	0.596903	800	1000	
0.31	0.0314159	0	1000	
0.285	0.141372	0	1000	
0.345	0.69115	942	1000	
0.26	0.753982	962	1000	
0.3	0.895354	997	1000	
0.3	0.0628319	0	1000	
0.295	0.329867	67	1000	
0.28	0.314159	32	1000	
0.345	1.52367	1000	1000	
0.26	0.879646	999	1000	
0.26	0.76969	979	1000	
0.295	1.39801	1000	1000	
0.27	0.125664	0	1000	
0.28	1.14668	1000	1000	
0.27	0.958186	1000	1000	
0.295	0.706858	923	1000	
0.26	1.33518	1000	1000	
0.27	0.235619	4	1000	
0.265	0.84823	994	1000	
0.265	0.863938	997	1000	
0.325	0.534071	590	1000	
0.29	1.06814	1000	1000	
0.285	0.408407	169	1000	
0.31	0.863938	990	1000	
0.285	0.973894	1000	1000	
0.27	1.52367	1000	1000	
0.295	1.53938	1000	1000	
0.31	1.08385	1000	1000	
0.27	1.06814	1000	1000	
0.275	1.16239	1000	1000	
0.29	0.502655	448	1000	
0.29	1.31947	1000	1000	
0.29	1.44513	1000	1000	
0.275	1.03673	1000	1000	
0.29	0.612611	783	1000	
0.295	0.596903	737	1000	
0.265	0.0314159	0	1000	
0.28	0.612611	766	1000	
0.275	1.05243	1000	1000	
0.25	0.0471239	0	1000	
0.275	0.518363	488	1000	
0.255	0.675442	860	1000	
0.26	1.06814	1000	1000	
0.265	0.141372	0	1000	
0.22	0.644026	785	1000	
0.325	1.36659	1000	1000	
0.315	0.345575	129	1000	
0.29	0.486947	398	1000	
0.26	0.502655	386	1000	
0.24	1.03673	1000	1000	
0.25	0.69115	884	1000	
0.245	0.282743	11	1000	
0.24	0.188496	0	1000	
0.23	0.015708	0	1000	
0.285	1.24093	1000	1000	
0.245	1.13097	1000	1000	
0.25	0.565487	602	1000	
0.22	1.49226	1000	1000	
0.295	0.581195	731	1000	
0.285	0.518363	498	1000	
0.31	0.251327	12	1000	
0.215	0.565487	573	1000	
0.22	0.659734	802	1000	
0.245	0.298451	12	1000	
0.335	1.55509	1000	1000	
0.21	0.471239	214	1000	
0.205	1.20951	1000	1000	
0.225	0.753982	957	1000	
0.26	0.0471239	0	1000	
0.295	1.42942	1000	1000	
0.295	1.41372	1000	1000	
0.235	0.0942478	0	1000	
0.235	0.942478	999	1000	
0.285	0.706858	932	1000	
0.235	0.109956	0	1000	
